User_ID,Event_Type,Event_Date,Interaction_Duration,Language_Used,Location,Privacy_Consent,Event_Participation_Freq,Social_Interaction_Freq,Cultural_Engagement_Level,Preferred_Time_of_Activity,Seasonal_Activity_Pattern,Event_Recommendation_Score,Cultural_Content_Suggested,Anonymization_Flag,Data_Owner
U2729,Workshop,6/20/2024,30 minutes,English,Zone A,Pending,4,9,High,Evening,Yes,0.96,Regional Cuisine Recipes,FALSE,Platform
U2730,Exhibition,12/22/2024,1 hour,English,Zone D,Pending,16,2,Low,Evening,Yes,0.43,Folklore Videos,TRUE,Platform
U2731,Festival,11/22/2024,2 hours,Local Dialect,Zone D,Accepted,18,10,Medium,Morning,Yes,0.47,Traditional Music Playlist,TRUE,Platform
U2732,Festival,7/18/2024,2 hours,English,Zone D,Accepted,12,1,Low,Afternoon,No,0.46,Folklore Videos,TRUE,User
U2733,Art Fair,1/12/2025,2 hours,Regional Language,Zone C,Accepted,20,1,Medium,Afternoon,Yes,0.85,Traditional Music Playlist,FALSE,Platform
U2734,Language Class,3/16/2024,2 hours,Regional Language,Zone B,Pending,15,4,High,Afternoon,No,0.51,Regional Cuisine Recipes,FALSE,User
U2735,Exhibition,6/12/2024,2 hours,Regional Language,Zone A,Accepted,18,9,Low,Morning,No,0.44,Folklore Videos,TRUE,User
U2736,Exhibition,1/6/2025,30 minutes,Regional Language,Zone D,Accepted,5,4,Medium,Afternoon,No,0.66,Language Learning App,FALSE,Platform
U2737,Exhibition,3/1/2024,1 hour,English,Zone D,Accepted,14,3,Medium,Afternoon,No,0.54,Language Learning App,TRUE,Platform
U2738,Festival,2/27/2025,30 minutes,Regional Language,Zone D,Accepted,7,10,Medium,Morning,Yes,0.58,Regional Cuisine Recipes,TRUE,User
U2739,Language Class,9/1/2024,1 hour,English,Zone C,Pending,11,8,Medium,Afternoon,No,0.47,Regional Cuisine Recipes,FALSE,User
U2740,Art Fair,1/16/2025,1 hour,English,Zone A,Accepted,15,9,High,Afternoon,No,0.51,Language Learning App,FALSE,User
U2741,Workshop,6/3/2024,1 hour,Local Dialect,Zone D,Pending,11,5,High,Evening,No,0.13,Folklore Videos,FALSE,Platform
U2742,Workshop,9/13/2024,1 hour,English,Zone D,Pending,7,2,Medium,Afternoon,No,0.93,Folklore Videos,FALSE,Platform
U2743,Exhibition,8/31/2024,2 hours,English,Zone C,Pending,20,4,Medium,Evening,Yes,0.13,Folklore Videos,TRUE,User
U2744,Language Class,6/10/2024,1 hour,Local Dialect,Zone C,Accepted,20,10,Medium,Evening,No,0.8,Traditional Music Playlist,FALSE,User
U2745,Festival,3/8/2024,1 hour,Regional Language,Zone B,Pending,4,8,High,Evening,No,0.37,Language Learning App,FALSE,Platform
U2746,Language Class,12/9/2024,2 hours,Regional Language,Zone B,Accepted,1,2,Low,Evening,No,0.2,Language Learning App,FALSE,User
U2747,Language Class,10/3/2024,30 minutes,English,Zone A,Accepted,2,9,Medium,Afternoon,Yes,0.65,Traditional Music Playlist,TRUE,User
U2748,Festival,6/9/2024,30 minutes,Local Dialect,Zone B,Accepted,4,5,Low,Evening,Yes,0.74,Regional Cuisine Recipes,TRUE,User
U2749,Exhibition,1/25/2025,30 minutes,English,Zone A,Accepted,5,7,High,Evening,Yes,0.67,Traditional Music Playlist,TRUE,User
U2750,Language Class,3/24/2025,30 minutes,English,Zone B,Accepted,2,5,High,Evening,No,0.62,Folklore Videos,FALSE,User
U2751,Workshop,9/15/2024,1 hour,Regional Language,Zone D,Accepted,2,3,High,Afternoon,Yes,0.58,Regional Cuisine Recipes,TRUE,Platform
U2752,Festival,11/2/2024,2 hours,Local Dialect,Zone B,Accepted,18,2,High,Morning,No,0.59,Regional Cuisine Recipes,TRUE,User
U2753,Art Fair,11/30/2024,2 hours,English,Zone D,Accepted,14,3,High,Evening,Yes,0.88,Language Learning App,FALSE,Platform
U2754,Exhibition,4/4/2024,30 minutes,Regional Language,Zone A,Pending,3,2,Low,Evening,Yes,0.18,Traditional Music Playlist,FALSE,Platform
U2755,Festival,3/13/2025,2 hours,English,Zone B,Accepted,18,2,Low,Morning,No,0.24,Regional Cuisine Recipes,TRUE,User
U2756,Art Fair,9/2/2024,1 hour,Regional Language,Zone B,Pending,10,2,Low,Afternoon,Yes,0.83,Traditional Music Playlist,FALSE,Platform
U2757,Art Fair,8/8/2024,30 minutes,Local Dialect,Zone B,Accepted,6,2,Low,Evening,Yes,0.37,Regional Cuisine Recipes,TRUE,User
U2758,Language Class,5/2/2024,1 hour,English,Zone D,Pending,2,8,Medium,Afternoon,No,0.79,Folklore Videos,TRUE,User
U2759,Language Class,7/5/2024,1 hour,Local Dialect,Zone D,Pending,20,5,High,Evening,No,0.42,Traditional Music Playlist,FALSE,User
U2760,Language Class,9/18/2024,1 hour,Regional Language,Zone B,Accepted,11,9,Low,Afternoon,No,0.93,Folklore Videos,FALSE,Platform
U2761,Festival,2/16/2025,1 hour,Local Dialect,Zone A,Pending,18,5,Low,Afternoon,Yes,0.35,Traditional Music Playlist,TRUE,Platform
U2762,Festival,9/29/2024,1 hour,Local Dialect,Zone D,Accepted,14,1,Medium,Evening,No,0.48,Regional Cuisine Recipes,TRUE,Platform
U2763,Exhibition,1/7/2025,30 minutes,Local Dialect,Zone C,Pending,20,8,Medium,Evening,No,0.24,Traditional Music Playlist,TRUE,Platform
U2764,Language Class,2/29/2024,1 hour,English,Zone A,Accepted,13,3,High,Afternoon,Yes,0.7,Regional Cuisine Recipes,TRUE,Platform
U2765,Art Fair,2/9/2025,30 minutes,Regional Language,Zone A,Pending,7,10,High,Evening,No,0.46,Regional Cuisine Recipes,TRUE,Platform
U2766,Workshop,2/11/2025,2 hours,Local Dialect,Zone A,Pending,20,10,Medium,Morning,Yes,0.95,Traditional Music Playlist,FALSE,Platform
U2767,Exhibition,5/4/2024,1 hour,English,Zone D,Accepted,10,2,Medium,Afternoon,No,0.11,Language Learning App,FALSE,User
U2768,Festival,12/2/2024,1 hour,Regional Language,Zone B,Pending,19,6,Medium,Morning,No,0.45,Folklore Videos,TRUE,Platform
U2769,Exhibition,12/6/2024,2 hours,Regional Language,Zone B,Accepted,13,4,High,Evening,No,0.12,Traditional Music Playlist,TRUE,Platform
U2770,Exhibition,2/20/2024,30 minutes,Regional Language,Zone C,Accepted,2,4,Medium,Morning,Yes,0.4,Regional Cuisine Recipes,FALSE,User
U2771,Exhibition,6/26/2024,1 hour,Local Dialect,Zone B,Pending,20,9,Low,Morning,No,0.44,Regional Cuisine Recipes,TRUE,User
U2772,Exhibition,5/18/2024,2 hours,Local Dialect,Zone C,Pending,12,10,High,Afternoon,No,0.33,Folklore Videos,FALSE,User
U2773,Workshop,3/15/2025,2 hours,Local Dialect,Zone C,Pending,8,8,High,Morning,Yes,0.33,Regional Cuisine Recipes,FALSE,User
U2774,Language Class,11/22/2024,1 hour,Regional Language,Zone B,Accepted,18,3,Low,Evening,No,0.33,Traditional Music Playlist,FALSE,Platform
U2775,Art Fair,6/18/2024,30 minutes,Regional Language,Zone C,Accepted,2,9,Low,Afternoon,No,0.34,Language Learning App,FALSE,Platform
U2776,Exhibition,2/8/2024,30 minutes,Local Dialect,Zone A,Accepted,16,1,High,Evening,Yes,0.35,Language Learning App,TRUE,User
U2777,Exhibition,3/9/2024,1 hour,Local Dialect,Zone A,Accepted,8,7,High,Evening,Yes,0.87,Folklore Videos,FALSE,Platform
U2778,Exhibition,8/23/2024,2 hours,Regional Language,Zone A,Pending,16,7,Medium,Morning,No,0.14,Regional Cuisine Recipes,TRUE,Platform
U2779,Language Class,2/17/2024,1 hour,Regional Language,Zone D,Accepted,8,2,Medium,Evening,No,0.99,Folklore Videos,TRUE,Platform
U2780,Festival,1/15/2025,30 minutes,English,Zone C,Accepted,13,7,Low,Morning,Yes,0.35,Folklore Videos,FALSE,Platform
U2781,Festival,2/26/2024,2 hours,English,Zone C,Pending,6,7,Low,Afternoon,Yes,0.13,Regional Cuisine Recipes,FALSE,User
U2782,Workshop,10/3/2024,1 hour,Local Dialect,Zone A,Pending,1,9,Low,Afternoon,Yes,0.26,Language Learning App,TRUE,Platform
U2783,Festival,12/3/2024,2 hours,Regional Language,Zone D,Pending,2,6,Low,Morning,No,0.95,Regional Cuisine Recipes,TRUE,Platform
U2784,Exhibition,4/8/2024,30 minutes,Regional Language,Zone B,Accepted,7,10,Medium,Afternoon,No,1,Folklore Videos,TRUE,User
U2785,Exhibition,2/7/2025,30 minutes,English,Zone A,Pending,13,10,High,Afternoon,Yes,0.32,Regional Cuisine Recipes,FALSE,User
U2786,Exhibition,1/15/2024,30 minutes,Regional Language,Zone D,Pending,4,9,Medium,Afternoon,Yes,0.3,Folklore Videos,TRUE,User
U2787,Workshop,11/20/2024,1 hour,Local Dialect,Zone B,Accepted,9,3,Low,Afternoon,No,0.85,Regional Cuisine Recipes,TRUE,User
U2788,Exhibition,6/27/2024,2 hours,English,Zone D,Accepted,19,8,Medium,Morning,No,0.92,Regional Cuisine Recipes,FALSE,Platform
U2789,Festival,11/27/2024,1 hour,Regional Language,Zone B,Accepted,20,4,Low,Morning,Yes,0.69,Folklore Videos,TRUE,Platform
U2790,Language Class,3/2/2024,1 hour,Regional Language,Zone C,Accepted,3,1,Medium,Evening,Yes,0.94,Language Learning App,FALSE,User
U2791,Language Class,4/28/2024,1 hour,Local Dialect,Zone C,Pending,2,7,High,Evening,Yes,0.96,Language Learning App,TRUE,User
U2792,Art Fair,2/6/2024,1 hour,Regional Language,Zone D,Accepted,16,3,Low,Afternoon,Yes,0.78,Language Learning App,TRUE,User
U2793,Festival,5/13/2024,2 hours,English,Zone D,Pending,10,4,Medium,Morning,No,0.41,Folklore Videos,TRUE,User
U2794,Exhibition,3/30/2025,2 hours,English,Zone B,Pending,12,3,Low,Morning,Yes,0.23,Folklore Videos,TRUE,User
U2795,Language Class,1/26/2024,1 hour,Regional Language,Zone D,Accepted,18,6,High,Morning,No,0.57,Traditional Music Playlist,TRUE,Platform
U2796,Festival,1/8/2024,1 hour,Regional Language,Zone D,Accepted,2,10,Low,Evening,Yes,0.36,Language Learning App,TRUE,Platform
U2797,Language Class,4/1/2025,30 minutes,Regional Language,Zone B,Accepted,14,1,High,Afternoon,Yes,0.21,Regional Cuisine Recipes,TRUE,User
U2798,Exhibition,1/4/2024,30 minutes,Regional Language,Zone B,Accepted,12,10,Medium,Morning,No,0.45,Traditional Music Playlist,TRUE,User
U2799,Language Class,1/21/2024,2 hours,English,Zone C,Pending,20,7,High,Evening,Yes,0.53,Folklore Videos,FALSE,Platform
U2800,Art Fair,2/18/2025,30 minutes,Local Dialect,Zone A,Accepted,8,10,Low,Morning,Yes,0.7,Regional Cuisine Recipes,TRUE,Platform
U2801,Art Fair,5/28/2024,2 hours,English,Zone D,Accepted,7,8,Medium,Morning,No,0.3,Folklore Videos,FALSE,User
U2802,Language Class,1/25/2024,2 hours,Regional Language,Zone B,Pending,13,3,Low,Evening,Yes,0.88,Regional Cuisine Recipes,FALSE,User
U2803,Festival,5/22/2024,2 hours,Regional Language,Zone C,Pending,15,9,Low,Evening,No,0.27,Traditional Music Playlist,TRUE,Platform
U2804,Festival,9/1/2024,30 minutes,English,Zone A,Pending,14,2,Medium,Morning,No,1,Regional Cuisine Recipes,TRUE,User
U2805,Festival,2/22/2025,30 minutes,English,Zone D,Accepted,5,10,High,Afternoon,No,0.6,Regional Cuisine Recipes,FALSE,Platform
U2806,Language Class,3/8/2025,2 hours,Regional Language,Zone C,Pending,8,10,High,Afternoon,No,0.23,Traditional Music Playlist,FALSE,User
U2807,Festival,2/12/2024,2 hours,English,Zone A,Pending,18,9,Medium,Evening,Yes,0.85,Folklore Videos,TRUE,User
U2808,Exhibition,2/28/2025,1 hour,Regional Language,Zone D,Pending,5,5,Medium,Morning,No,0.33,Language Learning App,TRUE,User
U2809,Art Fair,10/19/2024,2 hours,English,Zone C,Accepted,9,6,Low,Evening,No,0.27,Folklore Videos,FALSE,User
U2810,Exhibition,7/3/2024,2 hours,Regional Language,Zone D,Pending,10,2,Low,Morning,No,0.22,Folklore Videos,FALSE,User
U2811,Festival,2/11/2024,1 hour,English,Zone A,Accepted,17,5,Medium,Morning,Yes,0.6,Folklore Videos,FALSE,Platform
U2812,Exhibition,3/6/2025,2 hours,Regional Language,Zone B,Pending,3,6,Medium,Morning,No,0.89,Regional Cuisine Recipes,FALSE,User
U2813,Festival,4/1/2024,2 hours,Local Dialect,Zone C,Pending,1,5,Low,Evening,No,0.91,Language Learning App,FALSE,Platform
U2814,Language Class,11/12/2024,2 hours,Local Dialect,Zone A,Pending,7,4,Low,Evening,Yes,0.81,Regional Cuisine Recipes,TRUE,Platform
U2815,Exhibition,2/1/2025,1 hour,English,Zone D,Pending,15,8,High,Evening,No,0.62,Regional Cuisine Recipes,FALSE,User
U2816,Language Class,11/19/2024,30 minutes,Local Dialect,Zone A,Pending,19,2,Medium,Evening,Yes,0.58,Folklore Videos,FALSE,User
U2817,Language Class,2/22/2024,2 hours,Regional Language,Zone A,Pending,8,1,Low,Afternoon,No,0.44,Regional Cuisine Recipes,FALSE,Platform
U2818,Workshop,3/24/2024,1 hour,English,Zone B,Accepted,11,2,High,Morning,Yes,0.14,Folklore Videos,FALSE,User
U2819,Festival,2/3/2024,2 hours,English,Zone C,Accepted,2,4,Low,Evening,No,0.85,Traditional Music Playlist,FALSE,User
U2820,Art Fair,3/16/2024,1 hour,Regional Language,Zone A,Accepted,20,1,Medium,Morning,Yes,1,Language Learning App,FALSE,User
U2821,Festival,12/18/2024,2 hours,Regional Language,Zone B,Pending,2,9,High,Afternoon,Yes,0.93,Folklore Videos,FALSE,Platform
U2822,Art Fair,2/11/2025,1 hour,Regional Language,Zone B,Accepted,11,1,Low,Evening,No,0.94,Folklore Videos,TRUE,User
U2823,Festival,2/7/2025,30 minutes,English,Zone B,Pending,20,5,Medium,Afternoon,Yes,0.4,Regional Cuisine Recipes,FALSE,User
U2824,Language Class,7/15/2024,30 minutes,Regional Language,Zone D,Accepted,17,8,Medium,Evening,Yes,0.19,Folklore Videos,FALSE,User
U2825,Exhibition,10/12/2024,30 minutes,Local Dialect,Zone B,Pending,10,9,Medium,Morning,No,0.88,Language Learning App,FALSE,User
U2826,Exhibition,3/28/2024,2 hours,English,Zone B,Accepted,5,9,Medium,Afternoon,Yes,0.79,Folklore Videos,TRUE,User
U2827,Workshop,8/22/2024,1 hour,Regional Language,Zone B,Pending,3,8,High,Afternoon,Yes,0.45,Regional Cuisine Recipes,TRUE,User
U2828,Art Fair,8/19/2024,2 hours,English,Zone B,Pending,9,6,Low,Evening,Yes,0.85,Traditional Music Playlist,TRUE,User
U2829,Art Fair,1/7/2024,2 hours,Local Dialect,Zone C,Accepted,20,6,Low,Morning,Yes,0.22,Language Learning App,FALSE,User
U2830,Art Fair,10/18/2024,1 hour,Local Dialect,Zone C,Pending,2,9,Medium,Morning,Yes,0.69,Folklore Videos,TRUE,User
U2831,Language Class,2/7/2024,2 hours,Regional Language,Zone B,Accepted,19,2,Low,Morning,Yes,0.96,Traditional Music Playlist,TRUE,User
U2832,Art Fair,2/21/2024,1 hour,English,Zone A,Accepted,17,3,Medium,Morning,No,0.92,Language Learning App,FALSE,Platform
U2833,Exhibition,5/22/2024,1 hour,Regional Language,Zone D,Accepted,12,6,Low,Evening,Yes,0.78,Language Learning App,FALSE,User
U2834,Language Class,3/5/2025,30 minutes,English,Zone A,Accepted,20,8,Low,Afternoon,Yes,0.34,Folklore Videos,FALSE,User
U2835,Festival,2/10/2025,30 minutes,Regional Language,Zone A,Pending,9,7,Low,Evening,Yes,0.19,Language Learning App,TRUE,Platform
U2836,Art Fair,1/30/2025,30 minutes,Regional Language,Zone B,Accepted,4,8,High,Morning,No,0.39,Regional Cuisine Recipes,TRUE,User
U2837,Art Fair,8/8/2024,1 hour,English,Zone A,Pending,18,5,Medium,Afternoon,No,0.66,Traditional Music Playlist,TRUE,Platform
U2838,Festival,3/3/2025,30 minutes,English,Zone C,Pending,16,9,High,Afternoon,Yes,0.38,Folklore Videos,FALSE,User
U2839,Art Fair,8/27/2024,1 hour,Local Dialect,Zone C,Pending,10,6,Low,Morning,No,0.47,Regional Cuisine Recipes,FALSE,Platform
U2840,Festival,5/22/2024,2 hours,Local Dialect,Zone D,Accepted,12,10,High,Evening,Yes,0.46,Regional Cuisine Recipes,FALSE,User
U2841,Language Class,12/14/2024,30 minutes,English,Zone C,Pending,11,2,High,Evening,No,0.4,Traditional Music Playlist,FALSE,User
U2842,Exhibition,12/28/2024,1 hour,Local Dialect,Zone C,Pending,5,6,High,Morning,No,0.93,Language Learning App,FALSE,User
U2843,Festival,1/16/2025,1 hour,Local Dialect,Zone B,Accepted,20,4,Low,Afternoon,No,0.39,Traditional Music Playlist,TRUE,Platform
U2844,Workshop,2/18/2024,1 hour,English,Zone C,Pending,11,5,High,Afternoon,No,0.99,Regional Cuisine Recipes,FALSE,User
U2845,Festival,10/3/2024,1 hour,English,Zone A,Pending,16,5,Low,Evening,Yes,0.29,Folklore Videos,TRUE,Platform
U2846,Art Fair,9/27/2024,30 minutes,English,Zone A,Pending,15,1,Medium,Afternoon,Yes,0.89,Regional Cuisine Recipes,TRUE,User
U2847,Language Class,1/14/2024,30 minutes,Regional Language,Zone C,Pending,6,10,Low,Morning,Yes,0.76,Language Learning App,FALSE,User
U2848,Language Class,10/24/2024,30 minutes,English,Zone D,Pending,13,5,Low,Afternoon,No,0.7,Folklore Videos,FALSE,User
U2849,Festival,1/15/2024,1 hour,English,Zone D,Accepted,16,10,Low,Evening,Yes,0.5,Regional Cuisine Recipes,TRUE,User
U2850,Exhibition,8/21/2024,2 hours,English,Zone D,Accepted,3,9,Medium,Evening,No,0.83,Regional Cuisine Recipes,TRUE,Platform
U2851,Workshop,3/3/2024,1 hour,Local Dialect,Zone C,Accepted,18,8,Medium,Morning,Yes,0.54,Folklore Videos,TRUE,User
U2852,Language Class,7/14/2024,2 hours,English,Zone D,Accepted,1,8,Low,Evening,No,0.22,Folklore Videos,FALSE,User
U2853,Art Fair,1/27/2024,30 minutes,Local Dialect,Zone C,Accepted,17,3,Low,Morning,Yes,0.35,Regional Cuisine Recipes,TRUE,Platform
U2854,Art Fair,4/2/2024,1 hour,Regional Language,Zone A,Pending,20,9,Medium,Afternoon,Yes,0.26,Regional Cuisine Recipes,FALSE,User
U2855,Exhibition,4/14/2024,1 hour,English,Zone D,Accepted,6,9,Medium,Afternoon,Yes,0.61,Regional Cuisine Recipes,FALSE,Platform
U2856,Language Class,11/4/2024,30 minutes,English,Zone D,Pending,9,10,Low,Afternoon,Yes,0.69,Folklore Videos,FALSE,User
U2857,Festival,2/21/2024,1 hour,Local Dialect,Zone D,Pending,4,7,Medium,Morning,Yes,0.4,Regional Cuisine Recipes,TRUE,User
U2858,Art Fair,11/14/2024,2 hours,Regional Language,Zone A,Accepted,7,6,Low,Evening,No,0.14,Traditional Music Playlist,TRUE,User
U2859,Exhibition,4/1/2025,2 hours,English,Zone C,Accepted,11,9,Low,Morning,No,0.69,Regional Cuisine Recipes,TRUE,User
U2860,Language Class,6/29/2024,2 hours,Regional Language,Zone A,Pending,3,6,Low,Afternoon,Yes,0.16,Language Learning App,TRUE,User
U2861,Language Class,2/26/2024,1 hour,Regional Language,Zone A,Pending,16,3,Medium,Afternoon,No,0.97,Folklore Videos,TRUE,Platform
U2862,Language Class,4/29/2024,1 hour,English,Zone B,Accepted,6,6,Medium,Afternoon,Yes,0.9,Language Learning App,TRUE,User
U2863,Language Class,11/3/2024,2 hours,Regional Language,Zone D,Accepted,7,2,Medium,Afternoon,No,0.85,Traditional Music Playlist,FALSE,Platform
U2864,Language Class,12/28/2024,1 hour,Regional Language,Zone C,Pending,12,2,Low,Afternoon,Yes,0.43,Regional Cuisine Recipes,TRUE,User
U2865,Art Fair,2/12/2024,2 hours,English,Zone C,Pending,7,7,Low,Morning,Yes,0.77,Folklore Videos,TRUE,Platform
U2866,Exhibition,5/14/2024,30 minutes,Local Dialect,Zone B,Accepted,19,8,High,Afternoon,Yes,0.14,Traditional Music Playlist,FALSE,Platform
U2867,Language Class,1/7/2025,2 hours,English,Zone B,Accepted,16,7,Low,Morning,Yes,0.18,Traditional Music Playlist,TRUE,Platform
U2868,Workshop,3/1/2025,30 minutes,Regional Language,Zone A,Accepted,18,5,Low,Morning,No,0.55,Language Learning App,TRUE,Platform
U2869,Workshop,9/16/2024,30 minutes,English,Zone B,Pending,10,4,High,Afternoon,No,0.63,Language Learning App,TRUE,Platform
U2870,Exhibition,7/15/2024,30 minutes,Local Dialect,Zone C,Pending,1,8,Low,Afternoon,No,0.79,Folklore Videos,TRUE,Platform
U2871,Festival,5/12/2024,2 hours,Regional Language,Zone C,Pending,8,9,Low,Afternoon,No,0.37,Traditional Music Playlist,FALSE,User
U2872,Festival,9/11/2024,2 hours,Regional Language,Zone C,Pending,3,7,Medium,Morning,Yes,0.59,Regional Cuisine Recipes,TRUE,User
U2873,Festival,8/7/2024,1 hour,Local Dialect,Zone A,Accepted,16,1,High,Evening,No,0.16,Language Learning App,FALSE,User
U2874,Workshop,12/1/2024,1 hour,Local Dialect,Zone D,Accepted,3,4,Medium,Morning,No,0.52,Regional Cuisine Recipes,FALSE,Platform
U2875,Festival,2/10/2024,30 minutes,Regional Language,Zone D,Pending,2,4,High,Afternoon,Yes,0.7,Regional Cuisine Recipes,FALSE,Platform
U2876,Art Fair,1/22/2025,2 hours,Local Dialect,Zone A,Pending,12,10,Low,Morning,No,0.99,Folklore Videos,TRUE,Platform
U2877,Language Class,9/11/2024,1 hour,English,Zone C,Accepted,8,3,High,Evening,Yes,0.79,Traditional Music Playlist,FALSE,Platform
U2878,Workshop,1/2/2024,1 hour,Local Dialect,Zone C,Pending,19,4,Medium,Evening,No,1,Traditional Music Playlist,TRUE,User
U2879,Exhibition,7/13/2024,1 hour,English,Zone A,Accepted,18,9,Low,Evening,No,0.55,Regional Cuisine Recipes,TRUE,User
U2880,Exhibition,8/29/2024,2 hours,Regional Language,Zone A,Accepted,20,1,Medium,Morning,Yes,0.49,Folklore Videos,TRUE,User
U2881,Language Class,5/28/2024,1 hour,Regional Language,Zone B,Pending,15,2,High,Evening,Yes,0.85,Language Learning App,TRUE,User
U2882,Workshop,7/16/2024,30 minutes,Regional Language,Zone A,Pending,17,7,High,Evening,No,0.52,Language Learning App,FALSE,Platform
U2883,Festival,10/25/2024,2 hours,Regional Language,Zone D,Accepted,18,9,High,Morning,Yes,0.78,Language Learning App,TRUE,User
U2884,Festival,9/1/2024,1 hour,Regional Language,Zone A,Accepted,18,7,Medium,Afternoon,Yes,1,Language Learning App,FALSE,Platform
U2885,Art Fair,12/3/2024,1 hour,Local Dialect,Zone C,Pending,9,1,Low,Evening,No,0.75,Regional Cuisine Recipes,TRUE,Platform
U2886,Art Fair,4/17/2024,2 hours,Local Dialect,Zone C,Pending,5,7,Low,Morning,No,0.11,Language Learning App,TRUE,User
U2887,Festival,3/28/2025,1 hour,Regional Language,Zone C,Pending,11,6,Medium,Evening,No,0.26,Language Learning App,FALSE,Platform
U2888,Exhibition,1/27/2025,1 hour,Local Dialect,Zone D,Accepted,4,1,Medium,Morning,No,0.35,Traditional Music Playlist,FALSE,User
U2889,Exhibition,7/30/2024,30 minutes,Local Dialect,Zone D,Pending,10,1,Medium,Afternoon,No,0.84,Language Learning App,FALSE,User
U2890,Art Fair,6/4/2024,2 hours,Regional Language,Zone B,Accepted,4,2,Low,Morning,No,0.94,Traditional Music Playlist,TRUE,Platform
U2891,Language Class,1/26/2024,1 hour,Local Dialect,Zone A,Accepted,3,6,High,Morning,No,0.68,Language Learning App,FALSE,User
U2892,Festival,3/22/2024,2 hours,Regional Language,Zone B,Pending,16,4,Medium,Evening,Yes,0.18,Traditional Music Playlist,TRUE,Platform
U2893,Art Fair,3/23/2024,2 hours,Regional Language,Zone A,Accepted,11,4,Medium,Morning,No,0.55,Regional Cuisine Recipes,TRUE,User
U2894,Art Fair,5/10/2024,30 minutes,Regional Language,Zone A,Pending,9,6,High,Afternoon,No,0.87,Language Learning App,TRUE,Platform
U2895,Festival,11/24/2024,30 minutes,Regional Language,Zone D,Pending,1,9,Low,Morning,No,0.43,Folklore Videos,TRUE,Platform
U2896,Festival,4/9/2024,2 hours,Local Dialect,Zone C,Pending,10,1,Medium,Morning,No,0.16,Folklore Videos,FALSE,Platform
U2897,Exhibition,9/12/2024,30 minutes,Local Dialect,Zone A,Pending,12,2,Medium,Morning,Yes,0.8,Traditional Music Playlist,FALSE,Platform
U2898,Language Class,2/18/2024,30 minutes,English,Zone D,Pending,2,8,Medium,Afternoon,No,0.69,Language Learning App,TRUE,Platform
U2899,Language Class,2/4/2025,1 hour,English,Zone B,Accepted,15,8,High,Afternoon,Yes,0.52,Regional Cuisine Recipes,FALSE,User
U2900,Festival,3/3/2024,30 minutes,Regional Language,Zone C,Pending,20,6,High,Morning,No,0.86,Regional Cuisine Recipes,FALSE,User
U2901,Workshop,11/6/2024,30 minutes,English,Zone B,Accepted,16,6,High,Morning,No,0.86,Regional Cuisine Recipes,FALSE,Platform
U2902,Art Fair,2/10/2025,1 hour,Local Dialect,Zone B,Pending,2,8,High,Morning,Yes,0.73,Regional Cuisine Recipes,FALSE,Platform
U2903,Art Fair,10/16/2024,1 hour,Local Dialect,Zone D,Pending,13,2,Low,Evening,Yes,0.95,Language Learning App,TRUE,User
U2904,Festival,4/14/2024,2 hours,English,Zone C,Pending,18,2,High,Afternoon,Yes,0.51,Regional Cuisine Recipes,TRUE,Platform
U2905,Workshop,4/14/2024,30 minutes,English,Zone A,Pending,19,1,Medium,Morning,Yes,0.76,Language Learning App,FALSE,Platform
U2906,Exhibition,11/20/2024,1 hour,Local Dialect,Zone B,Accepted,11,6,Medium,Morning,No,0.85,Regional Cuisine Recipes,TRUE,Platform
U2907,Festival,1/15/2024,30 minutes,English,Zone A,Pending,14,6,Medium,Afternoon,No,0.67,Folklore Videos,FALSE,Platform
U2908,Festival,6/23/2024,2 hours,Local Dialect,Zone C,Pending,3,6,Medium,Evening,Yes,0.6,Language Learning App,TRUE,User
U2909,Art Fair,9/15/2024,30 minutes,Local Dialect,Zone D,Pending,9,2,Low,Morning,No,0.76,Regional Cuisine Recipes,TRUE,User
U2910,Festival,7/29/2024,30 minutes,English,Zone D,Accepted,5,7,Low,Afternoon,No,0.42,Regional Cuisine Recipes,TRUE,User
U2911,Festival,2/15/2025,30 minutes,English,Zone D,Pending,14,3,Low,Evening,No,0.43,Traditional Music Playlist,FALSE,User
U2912,Festival,9/15/2024,1 hour,Regional Language,Zone A,Accepted,7,1,Low,Afternoon,Yes,0.98,Regional Cuisine Recipes,FALSE,Platform
U2913,Art Fair,4/11/2024,1 hour,Regional Language,Zone A,Pending,12,1,Low,Afternoon,No,0.21,Folklore Videos,TRUE,Platform
U2914,Exhibition,9/16/2024,2 hours,Regional Language,Zone C,Pending,18,9,Low,Morning,No,0.86,Language Learning App,TRUE,Platform
U2915,Exhibition,12/9/2024,30 minutes,Regional Language,Zone A,Pending,11,3,High,Afternoon,No,0.81,Traditional Music Playlist,TRUE,User
U2916,Festival,6/7/2024,2 hours,Regional Language,Zone D,Pending,9,8,Low,Morning,No,0.15,Regional Cuisine Recipes,FALSE,Platform
U2917,Art Fair,2/14/2024,2 hours,Local Dialect,Zone B,Pending,11,10,Low,Evening,Yes,0.73,Regional Cuisine Recipes,TRUE,Platform
U2918,Exhibition,3/18/2025,1 hour,English,Zone B,Pending,18,7,Medium,Morning,No,0.18,Traditional Music Playlist,TRUE,Platform
U2919,Exhibition,10/27/2024,30 minutes,Local Dialect,Zone B,Pending,2,2,Medium,Afternoon,Yes,0.29,Language Learning App,TRUE,Platform
